ID	creator	title	title-alt-script	publisher	to split 1	clusteredPlaces	clusteredPublisher	date	language	imagecount
nybc202346	Zitron, Samuel Leib, 1860-1930	Ale ṿerḳ	אלע ווערק	Ṿarshe : S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	Ṿarshe 	Warsaw	S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	[192-?]	yid	362
nybc202347	Zitron, Samuel Leib, 1860-1930	Ale ṿerḳ	אלע ווערק	Ṿarshe : S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	Ṿarshe 	Warsaw	S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	[192-?]	yid	344
nybc202348	Zitron, Samuel Leib, 1860-1930	Ale ṿerḳ	אלע ווערק	Ṿarshe : S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	Ṿarshe 	Warsaw	S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	[192-?]	yid	314
nybc202349	Zitron, Samuel Leib, 1860-1930	Ale ṿerḳ	אלע ווערק	Ṿarshe : S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	Ṿarshe 	Warsaw	S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	[192-?]	yid	386
nybc202350	Zitron, Samuel Leib, 1860-1930	Ale ṿerḳ	אלע ווערק	Ṿarshe : S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	Ṿarshe 	Warsaw	S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	[192-?]	yid	378
nybc202351	Zitron, Samuel Leib, 1860-1930	Ale ṿerḳ	אלע ווערק	Ṿarshe : S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	Ṿarshe 	Warsaw	S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	[192-?]	yid	184
nybc202353	Asch, Sholem, 1880-1957	A Shṭeṭl	א שטעטל	Ṿarshe : Ḳulṭur-lige	Ṿarshe 	Warsaw	Ḳulṭur-lige	1928	yid	160
nybc202354	Olgin, Moissaye J. (Moissaye Joseph), 1874-1939	Dos Yudishe ṿorṭ a liṭerarishe ḥresṭomaṭye tsum lezen in di elṭere grupen fun obend-shulen un in derheym	דאס יודישע ווארט : א ליטערארישע חרעסטאמאטיע צום לעזען אין די עלטערע גרופען פון אבענד-שולען און אין דערהיים	[Ṿilna] : Grupe lehrer fun di Ṿilner obend-shulen	[Ṿilna] 	Ṿilne	Grupe lehrer fun di Ṿilner obend-shulen	1913	yid	166
nybc202355	Olgin, Moissaye J. (Moissaye Joseph), 1874-1939	Dos Yudishe ṿorṭ a liṭerarishe ḥresṭomaṭye tsum lezen in di elṭere grupen fun obend-shulen un in derheym	דאס יודישע ווארט : א ליטערארישע חרעסטאמאטיע צום לעזען אין די עלטערע גרופען פון אבענד-שולען און אין דערהיים	[Ṿilna] : Grupe lehrer fun di Ṿilner obend-shulen	[Ṿilna] 	Ṿilne	Grupe lehrer fun di Ṿilner obend-shulen	[19--?]	yid	278
nybc202358	Heine, Heinrich, 1797-1856	Haynrikh Haynes ṿerḳ miṭ zayn biografye	היינריך היינעס ווערק : מיט זיין ביאגראפיע	Ṿarsha : Ṿelṭ biblioṭeḳ	Ṿarsha 	Warsaw	Ṿelṭ-biblioṭeḳ	1908	yid	304
nybc202359	Namir, Mordecai, 1897-1975	Shliḥes̀ in Mosḳṿe der honiḳ-ḥoydesh un di yorn fun tsorn	שליחות אין מאסקווע : דער האניק-חודש און די יארן פון צארן	Tel-Aviv : ha-Ḥevrah ha-meʼuḥedet le-firsumim ṿe-hadpasah	Tel-Aviv 	Tel-Aviv	ha-Ḥevrah ha-meʼuḥedet le-firsumim ṿe-hadpasah	1973	yid	454
nybc202360	Molotov, Vyacheslav Mikhaylovich, 1890-	Barikhṭ-forṭrog ṿegn der arbeṭ fun der regirung : dem VII raṭntsuzamenfor fun FSSR	באריכט-פארטראג : וועגנ דער ארבעט פונ דער רעגירונג : דעם ראטנצוזאמענפאר פונ פססר	Mosḳṿe : Emes	Mosḳṿe 	Moskva	Emes	1935	yid	90
nybc202361	Pushkin, Aleksandr Sergeevich, 1799-1837	Lider	לידער	Buenos Ayres : G. Ḳaplansḳi	Buenos Ayres 	Buenos Ayres	G. Ḳaplansḳi	1937	yid	54
nybc202362	Asch, Sholem, 1880-1957	Noṿeln	נאוועלן	Ṿarshe : Yidish bukh	Ṿarshe 	Warsaw	Yidish bukh	1958	yid	240
nybc202364	Linetzky, Isaac Joel, 1839-1915	Dos ḥsidishe yungel di lebens-beshraybing fin a Poylishen Yuden : fin zayn geboyren biz zayn ferloyren ...	דאס חסידישע יונגעל : דיא לעבענס-בעשרײבינג פין א פלישען יודען : פין זײן געבוירען ביז זײן פערלוירען ...	Ṿilna : ha-Aḥim Bleṭnitsḳi	Ṿilna 	Ṿilna	ha-Aḥim Bleṭnitsḳi	1909	yid	234
nybc202365	Mapu, Abraham, 1808-1867	Amnon un Tomer = Ahavat Tsiyon	אמנון און תמר = אהבת ציון	Ṿarshe : Tsenṭral	Ṿarshe 	Warsaw	Tsenṭral	1923	yid	322
nybc202366	Haiblum, S., 1906-	Deḳlamatsyes un monologn	דעקלאמאציעס און מאנאלאגן	Ṿarshe : T. Yaḳobson, M. Goldberg	Ṿarshe 	Warsaw	T. Yaḳobson, M. Goldberg	1929	yid	92
nybc202367	Buchbinder, Abraham Isaac, d. 1897	Di bluṭige Inḳṿizitsye ahisṭorisher [ṭ.d.] roman	"דיא בלוטיגע אינקוויזיציע : אהיסטארישער [ט""ד] ראמאן"	Ṿilna : ha-Aḥim Bleṭnitsḳi	Ṿilna 	Ṿilne	ha-Aḥim Bleṭnitsḳi	1895	yid	106
nybc202368	Kellermann, Bernhard, 1879-1951	Der 9-ṭer Noṿember	דער 9-טער נאוועמבער	Ṿarshe : S. Goldfarb	Ṿarshe 	Warsaw	S. Goldfarb	1923	yid	270
nybc202369	Moskovits, K	Der novi fun Meḳa Makhmed	דער נביא פון מעקא : מאכמעד	Ṿarshe : Groshn-biblioṭeḳ	Ṿarshe 	Warsaw	Groshn-biblioṭeḳ	1930	yid	66
nybc202370	Marchi, Emile de, 1851-1901	Dem ṭayṿls ḳinder	דעם טייוולס קינדער	Ṿarshe : Ḥ. Bzshoza	Ṿarshe 	Warsaw	Ḥ. Bzshoza	1926	yid	34
nybc202371	Zitron, Samuel Leib, 1860-1930	Ale ṿerḳ	אלע ווערק	Ṿarshe : S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	Ṿarshe 	Warsaw	S. Śreberḳ ; farlag Aḥisefer bay gez. tsenṭral	[192-?]	yid	202
nybc202372	Latteiner, Joseph, 1853-1935	Ishah raah = Di shlekhṭe froy : opereṭṭe in 4 aḳṭen	אשה רעה = דיא שלעכטע פרויא : אפערעטטע אין 4 אקטען	Ḳraḳo : D. Roṭh	Ḳraḳo 	Ḳraḳo	D. Roṭh	1907	yid	78
nybc202373	Harkavy, Alexander, 1863-1939	Ḳolumbus, oder, di enṭdeḳung fun Ameriḳa	קאלומבוס, אדער, דיא ענטדעקונג פון אמעריקא	Nyu Yorḳ : Hibru poblishing Ḳompani	Nyu Yorḳ 	New York, N.Y.	Hibru poblishing ḳompani	[19--?]	yid	34
nybc202374	De Leon, Daniel, 1852-1914	Di printsipen fun di ind[u]sṭriel ṿoirḳers of di ṿoirld = The Preamble of the Industrial Workers of the World : a rede ...	די פרינציפען פון די אינד[א]סטריעל וואירקערס אף די וואירלד = The Preamble of the Industrial Workers of the World : א רעדע	New York : Arbeyṭer	New York 	New York, N.Y.	Arbeyṭer	1905	yid	66
nybc202375	Bialik, Hayyim Nahman, 1873-1934	Fun tsar un tsorn in shḥiṭe-shṭoṭ : dos letsṭe ṿorṭ	פון צער און צארן : אין שחיטה-שטאט : דאס לעצטע ווארט	Berlin : Klal-farlag	Berlin 	Berlin	Klal-farlag	1922	yid	34
nybc202378	Goldfaden, Abraham, 1840-1908	Di Kishefmakherin tsoyberin : opereṭa in 5 aḳṭen un in 8 blider	"דיא כישופמאכערן : צבערין : אפערעטא אין 5 אקטען אונ [ט""ד] אין 8 בילדער"	Nyu Yorḳ : Hibru poblishing ḳompani	Nyu Yorḳ 	New York, N.Y.	Hibru poblishing ḳompani	[188-?]	yid	70
nybc202379	Sholem Aleichem, 1859-1916	Di Yudishe folḳs-biblioṭhek a bukh fir liṭeraṭur, ḳriṭiḳ un ṿissenshafṭ	די יודישע פאלקס-ביבליאטהעק : א בוך פיר ליטעראטור, קריטיק אונ וויססענשאפט	Ḳiyev : Sholem Aleykhem	Ḳiyev 	Kiev	Sholem Aleykhem	1888	yid	618
nybc202382	Yidishe sotsyalisṭish ṭerritoryalisṭishe arbayṭer parṭay	Berikhṭ fun der ershṭer ḳonṿenshon fun di sotsyalisṭen ṭerriṭoryalisṭen fun Ameriḳa :... obgehalṭen ... in Boston ...	בעריכט פון דער ערשטער קאנווענשאן פון דיא סאציאליסטען טערריטאריאליסטען פון אמעריקא : ... אבגעהאלטען ... אין באסטאן	[Nyu Yorḳ?] : Tsenṭral-ḳomiṭeṭ	[Nyu Yorḳ?] 	New York, N.Y.	Tsenṭral-ḳomiṭeṭ	1906	yid	128
nybc202383	Nadir, Moishe, 1885-1943	Ṿilde royzen unshuldige aynfalen : tsaykhnungen un ṿinyeṭen fun Likhṭenshṭayn ...	ווילדע רזען : אונשולדיגע איינפאלען : צייכנונגען און וויניעטען פון ליכטענשטיין	Nyu-Yorḳ : Liṭerarisher ferlag	Nyu-Yorḳ 	New York, N.Y.	Liṭerarisher ferlag	1915	yid	66
nybc202384	Sholem Aleichem, 1859-1916	Shoyn eyn mol a suke	שן איין מאל א סוכה	Nyu Yorḳ : Sholem-aleykhem folḳs-fond	Nyu Yorḳ 	New York, N.Y.	Sholem-Aleykhem folḳsfond	1918	yid	22
nybc202385	Sholem Aleichem, 1859-1916	Rabṭshiḳ	ראבטשיק	Nyu Yorḳ : Sholem-aleykhem folḳs-fond	Nyu Yorḳ 	New York, N.Y.	Sholem-Aleykhem folḳsfond	1918	yid	22
nybc202386	Sholem Aleichem, 1859-1916	Baym Ḳenig Aḥashṿeyrosh	ביים קעניג אחשורוש	Nyu York : Sholem-aleykhem folḳs-fond	Nyu York 	New York, N.Y.	Sholem-Aleykhem folḳsfond	1918	yid	26
nybc202387	Rosenzweig, L	Sotsyalizmus in bes̀ hamedresh	סאציאליזמוס אין בית המדרש	New York : Radical Pub. Co.	New York 	New York, N.Y.	Radical Pub. Co.	[19--?]	yid	70
nybc202388		Dos bukh un der lezer zamelbukh	דאס בוך און דער לעזער : זאמעלבוך	Ṿarsha : A. Giṭlin	Ṿarsha 	Warsaw	A. Giṭlin	1910	yid	124
nybc202390	Kirzhnit︠s︡, A. (Abram), b. 1887	Der Yidisher arbeṭer khresṭomaṭye tsu der geshikhṭe fun der Yidisher arbeṭer, reṿolutsyonerer un sotsyalisṭisher baṿegung in Rusland	דער אידישער ארבעטער : כרעסטאמאטיע צו דער געשיכטע פון דער אידישער ארבעטער, רעוואלוציאנערער און סאציאליסטישער באוועגונג אין רוסלאנד	Mosḳṿe : Tsenṭraler farlag far di felḳer fun F.S.S.R.	Mosḳṿe 	Mosḳṿe	Tsenṭraler farlag far di felḳer fun F.S.S.R.	1925	yid	438
nybc202391	Kirzhnit︠s︡, A. (Abram), b. 1887	Der Yidisher arbeṭer khresṭomaṭye tsu der geshikhṭe fun der Yidisher arbeṭer, reṿolutsyonerer un sotsyalisṭisher baṿegung in Rusland	דער אידישער ארבעטער : כרעסטאמאטיע צו דער געשיכטע פון דער אידישער ארבעטער, רעוואלוציאנערער און סאציאליסטישער באוועגונג אין רוסלאנד	Mosḳṿe : Tsenṭraler farlag far di felḳer fun F.S.S.R.	Mosḳṿe 	Mosḳṿe	Tsenṭraler farlag far di felḳer fun F.S.S.R.	1925	yid	672
nybc202393	Peretz, Isaac Leib, 1851 or 2-1915	Geḳlibene ṿerḳ	געקליבענע ווערק	Ṿarshe : Mlukhesher farlag far shul-oysgabn	Ṿarshe 	Warsaw	Mlukhesher farlag far shul-oysgabn	1950	yid	86
nybc202394	Lewy, S	Der arbeṭer-deḳlamaṭor	דער ארבעטער-דעקלאמאטאר	Ṿarshe : A. Giṭlin	Ṿarshe 	Warsaw	A. Giṭlin	1920	yid	210
nybc202395	Maelakovsḳi, Hillel	Rishon la-ḥinukh A.b., ḳeriʼah nekhonah, yesodot ha-lashon be-ofen ḥadash, ḳal u-moshekh et lev ha-yeled	"ראשון לחנוך : א""ב, קריאה נכונה, יסודות הלשון באופן חדש, קל ומושך את לב הילד"	New York : Hebrew publishing company	New York 	New York, N.Y.	Hebrew Publishing Company	1917	heb	162
nybc202396	Selikovitch, George, 1863-1926	Di biṭere neḳeyve firsṭin Olga Aginsḳi : a roman fun'm Yidishen leben in Liṭo un London	דיא ביטערע נקיבה : פירסטין אלגא אגינסקי : א ראמאן פון'ם אידישען לעבען אין ליטא און לאנדאן	Nyu Yorḳ : Hibru poblishing ḳompani	Nyu Yorḳ 	New York, N.Y.	Hibru poblishing ḳompani	[19--?]	yid	242
nybc202397	Gordin, Jacob, 1853-1909	Der Yudisher Ḳenig Lir drama in 4 aḳṭen	דער יודישער קעניג ליר : דראמא אין 4 אקטען	[Warsaw]			Warsaw	1907	yid	54
nybc202398	Schiller, Friedrich, 1759-1805	Di royber a ṭragedye in 4 aḳṭen	די רויבער : א טראגעדיע אין 4 אקטען	Ṿarsha : Ḳanṭoroṿiṭsh	Ṿarsha 	Warsaw	Ḳanṭoroṿiṭsh	1911	yid	82
nybc202399	Hodes, Leivick, 1892-1957	Tsi iz noyṭiḳ a Yidishe armey?	צי איז נויטיק א יידישע ארמיי?	Nyu Yorḳ : Medem-ḳlub	Nyu Yorḳ 	New York, N.Y.	Medem-ḳlub	1942	yid	42
nybc202400	Madelung, Aage, 1872-1949	In'm groysen ṭumel roman	אינ'ם גרויסען טומעל : ראמאן	Ṿarshoy : A. Giṭlin	Ṿarshoy 	Warsaw	A. Giṭlin	1918	yid	194
nybc202402	Shoys, Ḥayim, 1884-1953	Yidishe geshiḳhṭe fun der elṭsṭe tsayṭen biz der tsushpaltung fun der Yidisher melukhe : ḳorespondents-ḳurs	אידישע געשיכטע : פון דער עלטסטע צייטען ביז דער צושפאלטונג פון דער אידישער מלוכע : קארעספאנדנץ-קורס	[New York] : Yidish-natsyonalen arbeyṭer farband fun Ameriḳe	[New York] 	New York, N.Y.	Yidish-natsyonalen arbeyṭer farband fun Ameriḳe	1918	yid	90
nybc202403	Dubin, Clara Myers	Mayn pen	מיין פען	Los Andzsheles : [o. fg.]	Los Andzsheles 	Los Angeles	o. fg.,	1963	yid	80
nybc202404	Rispler, Meʼir	Miṭ ofene oygn	מיט אפענע אגן	Buḳareshṭ : Liṭeraṭur farlag	Buḳareshṭ 	Buḳareshṭ	"Farlag ""Liṭeraṭur"""	1965	yid	194
nybc202405		Reṿolutsyonere un folḳs lieder	רעוואלוציאנערע און פאלקס ליעדער	Filadelfya : Yipsel	Filadelfya 	Philadelphia	Yipsel	1922	yid	34
nybc202406	Dobrushin, Yekhezkel, 1883-1953	Far der bine dertseylungen, piyesn, lider	פאר די בינע : דערציילונגען, פיעסן, לידער	Mosḳṿe : Tsenṭraler felḳer-farlag fun F.S.S.R.	Mosḳṿe 	Moskva	Tsenṭraler felḳer-farlag fun F.S.S.R.	1929	yid	138
nybc202407	D'Annunzio, Gabriele, 1863-1938	Dzshyoṿani Episḳopo	דזשיאוואני עפיסקאפא	Ṿarshe : Sh. Yaṭshḳoṿsḳi	Ṿarshe 	Warsaw	Sh. Yaṭshḳoṿsḳi	1925	yid	172
nybc202408	Dick, Isaac Meir, 1814-1893	Malke ṿeHadase	מלכה והדסה	Ṿilna : [o. fg.], 1887	Ṿilna 	Ṿilne	o. fg., 1887	1887	yid	118
nybc202409	Peretz, Isaac Leib, 1851 or 2-1915	Finf megiles̀, aḳdomes̀ un Ḥad Gadye	פינף מגילות, אקדמות און חד גדיא	[Ṿilne] : Vilner Farlag fun B.A. Kletskin	[Ṿilne] 	Ṿilna	Vilner Farlag fun B.A. Kletskin	1925	yid	390
nybc202411	Slonimsky, Joseph	Will you speak English? = Ṿill yuh spihḳ Inglish : di besṭe meṭhode fir zelbsṭ unṭerrikhṭ in der Englishen shprakhe : miṭ eynem follshṭendigen ṿerṭer bukh und oysshpraḳhe	Will you speak English? = ווילל יוה ספיהק אינגליש : דיא בעסטע מעטהאדע פיר זעלבסט אונטערריכט אין דער ענגלישען שפראכע : מיט איינעם פאללשטענדעגען ווערטער בוך אונד אויסשפראכע	Ṿarsha : [o. fg.]	Ṿarsha 	Warsaw	o. fg.,	[18--?]	yid	146
nybc202412	Zeitlin, Hillel, 1871-1942	Der alefbeys̀ fun Yudenṭum	דער אלף-בית פון יודענטום	Ṿarsha : Alṭ-yung	Ṿarsha 	Warsaw	Alṭ-yung	1922	yid	218
nybc202413	Mendele Mokher Sefarim, 1835-1917	Dos ḳleyne menshele, oder, A lebensbeshraybung fun Yitsḥaḳ Avraham Taḳif	דאס קליינע מענשעלע, אדער א לעבענסבעשרייבנג פון יצחק אברהם תקיף	Nuyorḳ : Hibru poblishing ḳompani	Nuyorḳ 	New York, N.Y.	Hibru poblishing ḳompani	[19--?]	yid	130
nybc202414	Lafargue, Paul, 1842-1911	Di religyon fun ḳapiṭal	די רעליגיאן פון קאפיטאל	Ṿarsha : Di ṿelṭ	Ṿarsha 	Warsaw	Di ṿelṭ	1906	yid	66
nybc202415	Fininberg, Ezra, 1899-1946	Land un libshafṭ lider : 1925-1927	לאנד און ליבשאפט : לידער : 1925-1927	Mosḳṿe : Tsenṭrfarlag	Mosḳṿe 	Moskva	Tsenṭrfarlag	1928	yid	130
nybc202416	Kahan, Avrom, 1901-1965	Af undzer erd roman	אף אונדזער ערד : ראמאן	Mosḳṿe : Melukhe farlag der emes	Mosḳṿe 	Moskva	"Melukhe-farlag ""Der Emes"""	1944	yid	138
nybc202417	Shayḳeṿiṭsh, N. M. (Naḥum-Meʼir), 1849-1905	Mayn ṿaybs spazmes eyne ṿahre ertsehlung	מיין ווייבס ספאזמעס : איינע וואהרע ערצעהלונג	Ṿilna : [o. fg.]	Ṿilna 	Ṿilne	o. fg.,	1892	yid	34
nybc202418	Neimanovitch, Naftali Hertz, 1843-1898	Der hoyzlehrer Dayṭsh tsum zelbsṭerlernen grindlikh di Dayṭshe shprakhe ...	דער הויזלעהרער דייטש : צום זעלבסטערלערנען גרינדליך דיא דייטשע שפראכע	Ṿarsha : [o. fg.]	Ṿarsha 	Warsaw	o. fg.,	1900	yid	180
nybc202419	Duchow, Mollie	Lider	לידער	Monṭreal : [o. fg.]	Monṭreal 	Montreal	o. fg.,	1976	yid	56
nybc202420	Goldfarb, Israel, 1879-1967	The Jewish songster ha-menagen : part 1 and 2	The Jewish songster : המנגן : part 1 and 2	Brooklyn : [s.n.]	Brooklyn 	Brooklyn, New York	s.n.	1928	eng	210
nybc202421	Judelsohn, Mardechai, d. ca. 1900	Di blonde un shṿartse eyne sheyne ertsehlung noṿelle	דיא בלאנדע אונ שווארצע : איינע שיינע ערצאהלונג נאוועללע	Ṿilna : [o. fg.]	Ṿilna 	Ṿilne	o. fg.,	1923	yid	34
nybc202422	Almuly, R. I	Pis̀royn ḥaloymes̀, oder, ṭroym-bukh	פתרון חלומות, אדער, טרם-בוך	Nyu Yorḳ : Hibru poblishing ḳompani	Nyu Yorḳ 	New York, N.Y.	Hibru poblishing ḳompani	[19--]	yid	38
nybc202424	Gildenblatt, H. D	Di grushe, oder, Der Petsalinḳer goylem a ṿunder bare geshikhṭe ṿos hoṭ zikh giṭrofin in der ḳleyn shṭedṭil Petsalinḳe	דיא גרושה, אדער, דער פאצאלינקער גולם : א וואונדערבארע געשיכטע וואס האט זיך גיטראפין אין דער קליין שטאדטיל פאצאלינקע	Ṿilna : [o. fg.]	Ṿilna 	Ṿilne	o. fg.,	1913	yid	34
nybc202425	Dubrovin, Nikolaĭ Abramovich	Odem horishen's doyres̀, oder, Di forhisṭorishe tsayṭ fun menshen	אדם-הראשון'ס דורות, אדער, די פארהיסטארישע צייט פון מענשען	Ṿarsha : Progres	Ṿarsha 	Warsaw	Progres	1905	yid	80
nybc202426	Lewner, Gershon Hayyim, 1864-	Danos bilder fun Yidishen leben	דאנאס : בילדער פון אידישען לעבען	Ṿilna : [o. fg.]	Ṿilna 	Ṿilne	o. fg.,	1908	yid	34
nybc202427	Braun, H	Dos familyen ḳokh-bukh bearbeyṭeṭ nokh Ameriḳanishe, Frantsoyzishe, Iṭalyenishe un Dayṭshe ḳokh-bikher spetsyel far der Yidisher ḳikh	דאס פאמיליען קאך-בוך : בעארבייטעט נאך אמעריקאנישע, פראנצויזישע, איטאליענישע און דייטשע קאך-ביכער ספעציעל פאר דער אידישער קיך	Nyu Yorḳ : Hibru poblishing ḳompani	Nyu Yorḳ 	New York, N.Y.	Hibru poblishing ḳompani	1914	yid	416
nybc202428	Lewner, Gershon Hayyim, 1864-	Di shṿesṭer, oder, di bas yeḥide abeshraybung fun tsey ungliḳlikhe romanisṭin bilder fun'm leben	דיא שוועסטער, אדער, דיא בת יחידה : אבעשרייבונג פון צווייא אונגליקליכע ראמאניסטין בילדער פונ'ם לעבען	Ṿilna : [o. fg.]	Ṿilna 	Ṿilne	o. fg.,	[19--?]	yid	34
nybc202430	Menaḥem Mendl	Der prakhṭ fun di yugnd ... ertsehlungen ṿegn di yugnd yohrn fun gedoyle Yiśroel	דער פראכט פון די יוגנד : ... ערצעהלונגען וועגן די יוגנד יאהרן פון גדולי ישראל	Yerushalayim : [Ḥ. Ṿagshal] ; Brooklyn : Maznaim Pub. Corp.	Yerushalayim 	Jerusalem	Ḥ. Ṿagshal ; Brooklyn : Maznaim Pub. Corp.	1979	yid	50
nybc202431	Menaḥem Mendl	Der prakhṭ fun di yugnd ... ertsehlungen ṿegn di yugnd yohrn fun gedoyle Yiśroel	דער פראכט פון די יוגנד : ... ערצעהלונגען וועגן די יוגנד יאהרן פון גדולי ישראל	Yerushalayim : [Ḥ. Ṿagshal] ; Brooklyn : Maznaim Pub. Corp.	Yerushalayim 	Jerusalem	Ḥ. Ṿagshal ; Brooklyn : Maznaim Pub. Corp.	1979	yid	50
nybc202432	Menaḥem Mendl	Der prakhṭ fun di yugnd ... ertsehlungen ṿegn di yugnd yohrn fun gedoyle Yiśroel	דער פראכט פון די יוגנד : ... ערצעהלונגען וועגן די יוגנד יאהרן פון גדולי ישראל	Yerushalayim : [Ḥ. Ṿagshal] ; Brooklyn : Maznaim Pub. Corp.	Yerushalayim 	Jerusalem	Ḥ. Ṿagshal ; Brooklyn : Maznaim Pub. Corp.	1979	yid	50
nybc202435	Hollinger, Charles, 1890-	Pilen tsum lakhen stsenḳes, humoreskes, ṿitsen	פילען צום לאכען : סצענקעס, הומארעסקעס, וויצען	New York : Accomodating Press	New York 	New York, N.Y.	Accomodating Press	1924	yid	122
nybc202436	Mezaḥ, Yehoshua, 1834-1917	Lebedigerheyṭ in himel, oder, A mayśe ohn a sof ṿos a groyser ḥosed hoṭ dertsehlṭ in a ḥosidishe shṭibel fun a bas̀ meylekh	לעבעדיגערהייט אין הימעל, אדער, א מעשה אהן א סוף : וואס א גרויסער חסיד האט דערצעהלט אין א חסידישע שטיבעל פון א בת מלך	Ṿilna : [o. fg.]	Ṿilna 	Ṿilne	o. fg.,	1913	yid	30
nybc202437	Dubnow, Simon, 1860-1941	Geshikhṭe fun Ḥasidizm oyfn yesod fun originale meḳoyrim ...	געשיכטע פון חסידיזם אויפן יסוד פון אריגינעלע מקורים	Buenos Ayres : Alṿelṭlekher Yidisher ḳulṭur-kongres, Argenṭiner opṭeyl	Buenos Ayres 	Buenos Ayres	Alṿelṭlekher Yidisher ḳulṭur-kongres, Argenṭiner opṭeyl	1957	yid	308
nybc202438	Dubnow, Simon, 1860-1941	Geshikhṭe fun Ḥasidizm oyfn yesod fun originale meḳoyrim ...	געשיכטע פון חסידיזם אויפן יסוד פון אריגינעלע מקורים	Buenos Ayres : Alṿelṭlekher Yidisher ḳulṭur-kongres, Argenṭiner opṭeyl	Buenos Ayres 	Buenos Ayres	Alṿelṭlekher Yidisher ḳulṭur-kongres, Argenṭiner opṭeyl	1957	yid	312
nybc202439	Dubnow, Simon, 1860-1941	Geshikhṭe fun Ḥasidizm oyfn yesod fun originale meḳoyrim ...	געשיכטע פון חסידיזם אויפן יסוד פון אריגינעלע מקורים	Buenos Ayres : Alṿelṭlekher Yidisher ḳulṭur-kongres, Argenṭiner opṭeyl	Buenos Ayres 	Buenos Ayres	Alṿelṭlekher Yidisher ḳulṭur-kongres, Argenṭiner opṭeyl	1957	yid	294
nybc202441	Friedemann, Adolf, 1871-1932	Dos leben fun Ṭheodor Hertsl	דאס לעבען פון טהעאדאר הערצל	Berlin : Yidisher farlag	Berlin 	Berlin	Yidisher farlag	1921	yid	132
nybc202442	Mezaḥ, Yehoshua, 1834-1917	Der ṿayṭer ḳuḳ fun alṭen Rov ahisṭorishe ṿunderlikhe ertsehlung ṿos es hoṭ in Ṿilna geṭrofen	דער ווייטער קוק פון אלטען רב : אהיסטארישע וואונדערליכע ערצעהלונג וואס עס האט געטראפען	Ṿilna : [o. fg.]	Ṿilna 	Ṿilne	o. fg.,	1913	yid	34
nybc202443	Telessin, Ziame, 1912-	Ḳomets-alef--o	קמץ-אלף	Yerusholayim : Aroysgegebn durkh der Yidisher ḳulṭur-gezelshafṭ in Yerusholayim	Yerusholayim 	Jerusalem	Aroysgegebn durkh der Yidisher ḳulṭur-gezelshafṭ in Yerusholayim	1980	yid	216
nybc202444	Ḥen, Leybl, 1900-	Ṭog-eyn, ṭog-oys roman fun Ertsiśroeldiḳn lebn un ḳamf	טאג-איין, טאג-אויס : ראמאן פון ארץ-ישראלדיקן לעבן און קאמף	Buenos-Ayres : Aroysgegebn fun a spetsyeler farlag-ḳomisye baym farayn fun Suṿalḳ un umgegenṭ	Buenos-Ayres 	Buenos Ayres	Aroysgegebn fun a spetsyeler farlag-ḳomisye baym farayn fun Suṿalḳ un umgegenṭ	1954	yid	208
nybc202447	Weininger, Otto, 1880-1903	Geshlekhṭ un kharaḳṭer printsipyele ophandlung	געשלעכט און כאראקטער : פרינציפיעלע אפהאנדלונג	Ṿarshe ; Nyu Yorḳ : [o. fg.]	Ṿarshe ; Nyu Yorḳ 	Ṿarshe ; Nyu-Yorḳ	o. fg.,	1929	yid	166
nybc202448	Weininger, Otto, 1880-1903	Geshlekhṭ un kharaḳṭer printsipyele ophandlung	געשלעכט און כאראקטער : פרינציפיעלע אפהאנדלונג	Ṿarshe ; Nyu Yorḳ : [o. fg.]	Ṿarshe ; Nyu Yorḳ 	Ṿarshe ; Nyu-Yorḳ	o. fg.,	1929	yid	274
nybc202449	Weininger, Otto, 1880-1903	Geshlekhṭ un kharaḳṭer printsipyele ophandlung	געשלעכט און כאראקטער : פרינציפיעלע אפהאנדלונג	Ṿarshe ; Nyu Yorḳ : [o. fg.]	Ṿarshe ; Nyu Yorḳ 	Ṿarshe ; Nyu-Yorḳ	o. fg.,	1929	yid	212
nybc202451	Spinoza, Benedictus de, 1632-1677	Di eṭiḳ derṿizn oyf a geomeṭrishn oyfn : in finf ṭeyln	די עטיק : דערוויזן אויף א געאמעטרישן אופן : אין פינף טיילן	Ṿarshe : Ḳulṭur-lige	Ṿarshe 	Warsaw	Ḳulṭur-lige	1923	yid	322
